date,warehouse_id,product_id,on_hand_qty,demand_qty,receipt_qty,stockout_flag,inventory_value
2025-06-08,W03,P0032,166,12,0,0,78061.5
2025-06-09,W03,P0032,165,1,0,0,77591.25
2025-06-10,W03,P0032,158,7,0,0,74299.5
2025-06-11,W03,P0032,188,11,41,0,88407.0
2025-06-12,W03,P0032,177,11,0,0,83234.25
2025-06-13,W03,P0032,238,10,71,0,111919.5
2025-06-14,W03,P0032,216,22,0,0,101574.0
2025-06-15,W03,P0032,212,4,0,0,99693.0
2025-06-16,W03,P0032,209,3,0,0,98282.25
2025-06-17,W03,P0032,205,4,0,0,96401.25
2025-06-18,W03,P0032,272,9,76,0,127908.0
2025-06-19,W03,P0032,335,13,76,0,157533.75
2025-06-20,W03,P0032,321,14,0,0,150950.25
2025-06-21,W03,P0032,305,16,0,0,143426.25
2025-06-22,W03,P0032,339,12,46,0,159414.75
2025-06-23,W03,P0032,403,14,78,0,189510.75
2025-06-24,W03,P0032,396,7,0,0,186219.0
2025-06-25,W03,P0032,380,16,0,0,178695.0
2025-06-26,W03,P0032,367,13,0,0,172581.75
2025-06-27,W03,P0032,354,13,0,0,166468.5
2025-06-28,W03,P0032,438,0,84,0,205969.5
2025-06-29,W03,P0032,454,15,31,0,213493.5
2025-06-30,W03,P0032,448,6,0,0,210672.0
2025-07-01,W03,P0032,439,9,0,0,206439.75
2025-07-02,W03,P0032,463,8,32,0,217725.75
2025-07-03,W03,P0032,449,14,0,0,211142.25
2025-07-04,W03,P0032,457,13,21,0,214904.25
2025-07-05,W03,P0032,447,10,0,0,210201.75
2025-07-06,W03,P0032,434,13,0,0,204088.5
2025-07-07,W03,P0032,486,1,53,0,228541.5
2025-07-08,W03,P0032,479,7,0,0,225249.75
2025-07-09,W03,P0032,471,8,0,0,221487.75
2025-07-10,W03,P0032,510,9,48,0,239827.5
2025-07-11,W03,P0032,497,13,0,0,233714.25
2025-07-12,W03,P0032,563,7,73,0,264750.75
2025-07-13,W03,P0032,558,5,0,0,262399.5
2025-07-14,W03,P0032,552,6,0,0,259578.0
2025-07-15,W03,P0032,539,13,0,0,253464.75
2025-07-16,W03,P0032,530,9,0,0,249232.5
2025-07-17,W03,P0032,525,5,0,0,246881.25
2025-07-18,W03,P0032,601,6,82,0,282620.25
2025-07-19,W03,P0032,589,12,0,0,276977.25
2025-07-20,W03,P0032,633,14,58,0,297668.25
2025-07-21,W03,P0032,626,7,0,0,294376.5
2025-07-22,W03,P0032,615,11,0,0,289203.75
2025-07-23,W03,P0032,663,6,54,0,311775.75
2025-07-24,W03,P0032,653,10,0,0,307073.25
2025-07-25,W03,P0032,734,10,91,0,345163.5
2025-07-26,W03,P0032,762,5,33,0,358330.5
2025-07-27,W03,P0032,760,2,0,0,357390.0
2025-07-28,W03,P0032,753,7,0,0,354098.25
2025-07-29,W03,P0032,747,6,0,0,351276.75
2025-07-30,W03,P0032,741,6,0,0,348455.25
2025-07-31,W03,P0032,735,6,0,0,345633.75
2025-08-01,W03,P0032,726,9,0,0,341401.5
2025-08-02,W03,P0032,717,9,0,0,337169.25
2025-08-03,W03,P0032,709,8,0,0,333407.25
2025-08-04,W03,P0032,787,5,83,0,370086.75
2025-08-05,W03,P0032,771,16,0,0,362562.75
2025-08-06,W03,P0032,764,7,0,0,359271.0
2025-08-07,W03,P0032,752,12,0,0,353628.0
2025-08-08,W03,P0032,741,11,0,0,348455.25
2025-08-09,W03,P0032,741,0,0,0,348455.25
2025-08-10,W03,P0032,733,8,0,0,344693.25
2025-08-11,W03,P0032,724,9,0,0,340461.0
2025-08-12,W03,P0032,716,8,0,0,336699.0
2025-08-13,W03,P0032,702,14,0,0,330115.5
2025-08-14,W03,P0032,688,14,0,0,323532.0
2025-08-15,W03,P0032,677,11,0,0,318359.25
2025-08-16,W03,P0032,663,14,0,0,311775.75
2025-08-17,W03,P0032,652,11,0,0,306603.0
2025-08-18,W03,P0032,644,8,0,0,302841.0
2025-08-19,W03,P0032,721,11,88,0,339050.25
2025-08-20,W03,P0032,702,19,0,0,330115.5
2025-08-21,W03,P0032,690,12,0,0,324472.5
2025-08-22,W03,P0032,685,5,0,0,322121.25
2025-08-23,W03,P0032,679,6,0,0,319299.75
2025-08-24,W03,P0032,760,5,86,0,357390.0
2025-08-25,W03,P0032,751,9,0,0,353157.75
2025-08-26,W03,P0032,763,15,27,0,358800.75
2025-08-27,W03,P0032,751,12,0,0,353157.75
2025-08-28,W03,P0032,733,18,0,0,344693.25
2025-08-29,W03,P0032,725,8,0,0,340931.25
2025-08-30,W03,P0032,710,15,0,0,333877.5
2025-08-31,W03,P0032,696,14,0,0,327294.0
2025-09-01,W03,P0032,682,14,0,0,320710.5
2025-09-02,W03,P0032,666,16,0,0,313186.5
2025-09-03,W03,P0032,661,5,0,0,310835.25
2025-09-04,W03,P0032,653,8,0,0,307073.25
2025-09-05,W03,P0032,692,10,49,0,325413.0
2025-09-06,W03,P0032,678,14,0,0,318829.5
2025-09-07,W03,P0032,678,0,0,0,318829.5
2025-09-08,W03,P0032,663,15,0,0,311775.75
2025-09-09,W03,P0032,660,3,0,0,310365.0
2025-09-10,W03,P0032,726,5,71,0,341401.5
2025-09-11,W03,P0032,717,9,0,0,337169.25
2025-09-12,W03,P0032,703,14,0,0,330585.75
2025-09-13,W03,P0032,687,16,0,0,323061.75
2025-09-14,W03,P0032,683,4,0,0,321180.75
2025-09-15,W03,P0032,675,8,0,0,317418.75
2025-09-16,W03,P0032,666,9,0,0,313186.5
2025-09-17,W03,P0032,659,7,0,0,309894.75
2025-09-18,W03,P0032,651,8,0,0,306132.75
2025-09-19,W03,P0032,640,11,0,0,300960.0
2025-09-20,W03,P0032,627,13,0,0,294846.75
2025-09-21,W03,P0032,623,4,0,0,292965.75
2025-09-22,W03,P0032,639,6,22,0,300489.75
2025-09-23,W03,P0032,624,15,0,0,293436.0
2025-09-24,W03,P0032,623,1,0,0,292965.75
2025-09-25,W03,P0032,612,11,0,0,287793.0
2025-09-26,W03,P0032,597,15,0,0,280739.25
2025-09-27,W03,P0032,593,4,0,0,278858.25
2025-09-28,W03,P0032,593,0,0,0,278858.25
2025-09-29,W03,P0032,676,14,97,0,317889.0
2025-09-30,W03,P0032,673,3,0,0,316478.25
2025-10-01,W03,P0032,663,10,0,0,311775.75
2025-10-02,W03,P0032,654,9,0,0,307543.5
2025-10-03,W03,P0032,647,7,0,0,304251.75
2025-10-04,W03,P0032,630,17,0,0,296257.5
2025-10-05,W03,P0032,698,7,75,0,328234.5
2025-10-06,W03,P0032,698,0,0,0,328234.5
2025-10-07,W03,P0032,688,10,0,0,323532.0
2025-10-08,W03,P0032,678,10,0,0,318829.5
2025-10-09,W03,P0032,660,18,0,0,310365.0
2025-10-10,W03,P0032,654,6,0,0,307543.5
2025-10-11,W03,P0032,646,8,0,0,303781.5
2025-10-12,W03,P0032,630,16,0,0,296257.5
2025-10-13,W03,P0032,628,2,0,0,295317.0
2025-10-14,W03,P0032,620,8,0,0,291555.0
2025-10-15,W03,P0032,608,12,0,0,285912.0
2025-10-16,W03,P0032,642,9,43,0,301900.5
2025-10-17,W03,P0032,636,6,0,0,299079.0
2025-10-18,W03,P0032,630,6,0,0,296257.5
2025-10-19,W03,P0032,696,0,66,0,327294.0
2025-10-20,W03,P0032,686,10,0,0,322591.5
2025-10-21,W03,P0032,681,5,0,0,320240.25
2025-10-22,W03,P0032,675,6,0,0,317418.75
2025-10-23,W03,P0032,668,7,0,0,314127.0
2025-10-24,W03,P0032,662,6,0,0,311305.5
2025-10-25,W03,P0032,650,12,0,0,305662.5
2025-10-26,W03,P0032,644,6,0,0,302841.0
2025-10-27,W03,P0032,630,14,0,0,296257.5
2025-10-28,W03,P0032,615,15,0,0,289203.75
2025-10-29,W03,P0032,604,11,0,0,284031.0
2025-10-30,W03,P0032,601,3,0,0,282620.25
2025-10-31,W03,P0032,583,18,0,0,274155.75
2025-11-01,W03,P0032,566,17,0,0,266161.5
2025-11-02,W03,P0032,548,18,0,0,257697.0
2025-11-03,W03,P0032,557,16,25,0,261929.25
2025-11-04,W03,P0032,554,3,0,0,260518.5
2025-11-05,W03,P0032,538,16,0,0,252994.5
2025-11-06,W03,P0032,530,8,0,0,249232.5
2025-11-07,W03,P0032,520,10,0,0,244530.0
2025-11-08,W03,P0032,506,14,0,0,237946.5
2025-11-09,W03,P0032,497,9,0,0,233714.25
2025-11-10,W03,P0032,479,18,0,0,225249.75
2025-11-11,W03,P0032,473,6,0,0,222428.25
2025-11-12,W03,P0032,462,11,0,0,217255.5
2025-11-13,W03,P0032,452,10,0,0,212553.0
2025-11-14,W03,P0032,435,17,0,0,204558.75
2025-11-15,W03,P0032,416,19,0,0,195624.0
2025-11-16,W03,P0032,404,12,0,0,189981.0
2025-11-17,W03,P0032,389,15,0,0,182927.25
2025-11-18,W03,P0032,422,23,56,0,198445.5
2025-11-19,W03,P0032,409,13,0,0,192332.25
2025-11-20,W03,P0032,405,4,0,0,190451.25
2025-11-21,W03,P0032,390,15,0,0,183397.5
2025-11-22,W03,P0032,380,10,0,0,178695.0
2025-11-23,W03,P0032,461,15,96,0,216785.25
2025-11-24,W03,P0032,444,17,0,0,208791.0
2025-11-25,W03,P0032,428,16,0,0,201267.0
2025-11-26,W03,P0032,414,14,0,0,194683.5
2025-11-27,W03,P0032,403,11,0,0,189510.75
2025-11-28,W03,P0032,389,14,0,0,182927.25
2025-11-29,W03,P0032,428,21,60,0,201267.0
2025-11-30,W03,P0032,417,11,0,0,196094.25
2025-12-01,W03,P0032,389,28,0,0,182927.25
2025-12-02,W03,P0032,365,24,0,0,171641.25
2025-12-03,W03,P0032,349,16,0,0,164117.25
2025-12-04,W03,P0032,328,21,0,0,154242.0
2025-12-05,W03,P0032,326,2,0,0,153301.5
2025-12-06,W03,P0032,314,12,0,0,147658.5
2025-12-07,W03,P0032,318,17,21,0,149539.5
2025-12-08,W03,P0032,299,19,0,0,140604.75
2025-12-09,W03,P0032,316,14,31,0,148599.0
2025-12-10,W03,P0032,338,12,34,0,158944.5
2025-12-11,W03,P0032,328,10,0,0,154242.0
2025-12-12,W03,P0032,312,16,0,0,146718.0
2025-12-13,W03,P0032,297,15,0,0,139664.25
2025-12-14,W03,P0032,383,12,98,0,180105.75
2025-12-15,W03,P0032,366,17,0,0,172111.5
2025-12-16,W03,P0032,347,19,0,0,163176.75
2025-12-17,W03,P0032,333,14,0,0,156593.25
2025-12-18,W03,P0032,316,17,0,0,148599.0
2025-12-19,W03,P0032,345,18,47,0,162236.25
2025-12-20,W03,P0032,325,20,0,0,152831.25
2025-12-21,W03,P0032,301,24,0,0,141545.25
2025-12-22,W03,P0032,281,20,0,0,132140.25
2025-12-23,W03,P0032,350,11,80,0,164587.5
2025-12-24,W03,P0032,406,12,68,0,190921.5
2025-12-25,W03,P0032,397,9,0,0,186689.25
2025-12-26,W03,P0032,380,17,0,0,178695.0
2025-12-27,W03,P0032,373,7,0,0,175403.25
2025-12-28,W03,P0032,363,10,0,0,170700.75
2025-12-29,W03,P0032,439,17,93,0,206439.75
2025-12-30,W03,P0032,419,20,0,0,197034.75
2025-12-31,W03,P0032,407,12,0,0,191391.75
2025-01-01,W03,P0071,201,14,0,0,170273.13
2025-01-02,W03,P0071,187,14,0,0,158413.31
2025-01-03,W03,P0071,175,12,0,0,148247.75
2025-01-04,W03,P0071,158,17,0,0,133846.54
2025-01-05,W03,P0071,148,10,0,0,125375.24
2025-01-06,W03,P0071,129,19,0,0,109279.77
2025-01-07,W03,P0071,120,9,0,0,101655.6
2025-01-08,W03,P0071,113,7,0,0,95725.69
2025-01-09,W03,P0071,126,16,29,0,106738.38
2025-01-10,W03,P0071,111,15,0,0,94031.43
2025-01-11,W03,P0071,178,4,71,0,150789.13999999998
2025-01-12,W03,P0071,173,5,0,0,146553.49
2025-01-13,W03,P0071,157,16,0,0,132999.41
2025-01-14,W03,P0071,148,9,0,0,125375.24
2025-01-15,W03,P0071,144,4,0,0,121986.72
2025-01-16,W03,P0071,138,6,0,0,116903.94
2025-01-17,W03,P0071,138,0,0,0,116903.94
2025-01-18,W03,P0071,128,10,0,0,108432.64
2025-01-19,W03,P0071,123,5,0,0,104196.99
2025-01-20,W03,P0071,181,10,68,0,153330.53
2025-01-21,W03,P0071,216,11,46,0,182980.08
2025-01-22,W03,P0071,208,8,0,0,176203.04
2025-01-23,W03,P0071,198,10,0,0,167731.74
2025-01-24,W03,P0071,188,10,0,0,159260.44
2025-01-25,W03,P0071,181,7,0,0,153330.53
2025-01-26,W03,P0071,168,13,0,0,142317.84
2025-01-27,W03,P0071,253,3,88,0,214323.88999999998
2025-01-28,W03,P0071,244,9,0,0,206699.72
2025-01-29,W03,P0071,307,11,74,0,260068.91
2025-01-30,W03,P0071,398,7,98,0,337157.74
2025-01-31,W03,P0071,386,12,0,0,326992.18
2025-02-01,W03,P0071,470,4,88,0,398151.1
2025-02-02,W03,P0071,455,15,0,0,385444.15
2025-02-03,W03,P0071,450,5,0,0,381208.5
2025-02-04,W03,P0071,441,9,0,0,373584.33
2025-02-05,W03,P0071,457,15,31,0,387138.41
2025-02-06,W03,P0071,450,7,0,0,381208.5
2025-02-07,W03,P0071,487,9,46,0,412552.31
2025-02-08,W03,P0071,481,6,0,0,407469.52999999997
2025-02-09,W03,P0071,462,19,0,0,391374.06
2025-02-10,W03,P0071,507,13,58,0,429494.91
2025-02-11,W03,P0071,505,2,0,0,427800.65
2025-02-12,W03,P0071,496,9,0,0,420176.48
2025-02-13,W03,P0071,486,10,0,0,411705.18
2025-02-14,W03,P0071,476,10,0,0,403233.88
2025-02-15,W03,P0071,471,5,0,0,398998.23
2025-02-16,W03,P0071,467,4,0,0,395609.71
2025-02-17,W03,P0071,454,13,0,0,384597.02
2025-02-18,W03,P0071,467,8,21,0,395609.71
2025-02-19,W03,P0071,448,19,0,0,379514.24
2025-02-20,W03,P0071,438,10,0,0,371042.94
2025-02-21,W03,P0071,428,10,0,0,362571.64
2025-02-22,W03,P0071,415,13,0,0,351558.95
2025-02-23,W03,P0071,406,9,0,0,343934.77999999997
2025-02-24,W03,P0071,399,7,0,0,338004.87
2025-02-25,W03,P0071,460,17,78,0,389679.8
2025-02-26,W03,P0071,453,7,0,0,383749.89
2025-02-27,W03,P0071,481,9,37,0,407469.52999999997
2025-02-28,W03,P0071,481,0,0,0,407469.52999999997
2025-03-01,W03,P0071,469,12,0,0,397303.97
2025-03-02,W03,P0071,468,1,0,0,396456.84
2025-03-03,W03,P0071,445,23,0,0,376972.85
2025-03-04,W03,P0071,520,10,85,0,440507.6
2025-03-05,W03,P0071,574,3,57,0,486252.62
2025-03-06,W03,P0071,637,0,63,0,539621.8099999999
2025-03-07,W03,P0071,630,7,0,0,533691.9
2025-03-08,W03,P0071,624,6,0,0,528609.12
2025-03-09,W03,P0071,615,9,0,0,520984.95
2025-03-10,W03,P0071,664,0,49,0,562494.32
2025-03-11,W03,P0071,664,0,0,0,562494.32
2025-03-12,W03,P0071,736,14,86,0,623487.68
2025-03-13,W03,P0071,722,14,0,0,611627.86
2025-03-14,W03,P0071,704,18,0,0,596379.52
2025-03-15,W03,P0071,690,14,0,0,584519.7
2025-03-16,W03,P0071,722,4,36,0,611627.86
2025-03-17,W03,P0071,714,8,0,0,604850.82
2025-03-18,W03,P0071,699,15,0,0,592143.87
2025-03-19,W03,P0071,691,8,0,0,585366.83
2025-03-20,W03,P0071,745,7,61,0,631111.85
2025-03-21,W03,P0071,745,0,0,0,631111.85
2025-03-22,W03,P0071,779,20,54,0,659914.27
2025-03-23,W03,P0071,774,5,0,0,655678.62
2025-03-24,W03,P0071,758,16,0,0,642124.54
2025-03-25,W03,P0071,829,11,82,0,702270.77
2025-03-26,W03,P0071,899,20,90,0,761569.87
2025-03-27,W03,P0071,886,13,0,0,750557.18
2025-03-28,W03,P0071,932,8,54,0,789525.16
2025-03-29,W03,P0071,1016,4,88,0,860684.08
2025-03-30,W03,P0071,1043,7,34,0,883556.59
2025-03-31,W03,P0071,1072,17,46,0,908123.36
2025-04-01,W03,P0071,1059,13,0,0,897110.67
2025-04-02,W03,P0071,1047,12,0,0,886945.11
2025-04-03,W03,P0071,1038,9,0,0,879320.94
2025-04-04,W03,P0071,1127,3,92,0,954715.51
2025-04-05,W03,P0071,1117,10,0,0,946244.21
2025-04-06,W03,P0071,1103,14,0,0,934384.39
2025-04-07,W03,P0071,1096,7,0,0,928454.48
2025-04-08,W03,P0071,1084,12,0,0,918288.92
2025-04-09,W03,P0071,1070,14,0,0,906429.1
2025-04-10,W03,P0071,1060,10,0,0,897957.8
2025-04-11,W03,P0071,1035,25,0,0,876779.55
2025-04-12,W03,P0071,1103,12,80,0,934384.39
2025-04-13,W03,P0071,1102,1,0,0,933537.26
2025-04-14,W03,P0071,1120,12,30,0,948785.6
2025-04-15,W03,P0071,1114,6,0,0,943702.82
2025-04-16,W03,P0071,1109,5,0,0,939467.17
2025-04-17,W03,P0071,1094,15,0,0,926760.22
2025-04-18,W03,P0071,1081,13,0,0,915747.53
2025-04-19,W03,P0071,1073,8,0,0,908970.49
2025-04-20,W03,P0071,1070,3,0,0,906429.1
2025-04-21,W03,P0071,1140,7,77,0,965728.2
2025-04-22,W03,P0071,1123,17,0,0,951326.99
2025-04-23,W03,P0071,1201,9,87,0,1017403.13
2025-04-24,W03,P0071,1245,14,58,0,1054676.85
2025-04-25,W03,P0071,1332,2,89,0,1128377.16
2025-04-26,W03,P0071,1324,8,0,0,1121600.1199999999
2025-04-27,W03,P0071,1319,5,0,0,1117364.47
2025-04-28,W03,P0071,1353,5,39,0,1146166.89
2025-04-29,W03,P0071,1336,17,0,0,1131765.68
2025-04-30,W03,P0071,1321,15,0,0,1119058.73
2025-05-01,W03,P0071,1307,14,0,0,1107198.91
2025-05-02,W03,P0071,1340,5,38,0,1135154.2
2025-05-03,W03,P0071,1402,0,62,0,1187676.26
2025-05-04,W03,P0071,1397,5,0,0,1183440.61
2025-05-05,W03,P0071,1391,6,0,0,1178357.83
2025-05-06,W03,P0071,1428,3,40,0,1209701.64
2025-05-07,W03,P0071,1416,12,0,0,1199536.08
2025-05-08,W03,P0071,1405,11,0,0,1190217.65
2025-05-09,W03,P0071,1395,10,0,0,1181746.35
2025-05-10,W03,P0071,1433,8,46,0,1213937.29
2025-05-11,W03,P0071,1421,12,0,0,1203771.73
2025-05-12,W03,P0071,1508,0,87,0,1277472.04
2025-05-13,W03,P0071,1489,19,0,0,1261376.57
2025-05-14,W03,P0071,1473,16,0,0,1247822.49
2025-05-15,W03,P0071,1469,4,0,0,1244433.97
2025-05-16,W03,P0071,1466,3,0,0,1241892.58
2025-05-17,W03,P0071,1460,6,0,0,1236809.8
2025-05-18,W03,P0071,1451,9,0,0,1229185.63
2025-05-19,W03,P0071,1479,0,28,0,1252905.27
2025-05-20,W03,P0071,1547,20,88,0,1310510.11
2025-05-21,W03,P0071,1541,6,0,0,1305427.33
2025-05-22,W03,P0071,1575,11,45,0,1334229.75
2025-05-23,W03,P0071,1561,14,0,0,1322369.93
2025-05-24,W03,P0071,1654,5,98,0,1401153.02
2025-05-25,W03,P0071,1732,11,89,0,1467229.16
2025-05-26,W03,P0071,1727,5,0,0,1462993.51
2025-05-27,W03,P0071,1777,12,62,0,1505350.01
2025-05-28,W03,P0071,1762,15,0,0,1492643.06
2025-05-29,W03,P0071,1756,6,0,0,1487560.28
2025-05-30,W03,P0071,1839,4,87,0,1557872.07
2025-05-31,W03,P0071,1826,13,0,0,1546859.38
2025-06-01,W03,P0071,1814,12,0,0,1536693.82
2025-06-02,W03,P0071,1864,12,62,0,1579050.32
2025-06-03,W03,P0071,1851,13,0,0,1568037.63
2025-06-04,W03,P0071,1832,19,0,0,1551942.16
2025-06-05,W03,P0071,1818,14,0,0,1540082.34
2025-06-06,W03,P0071,1815,3,0,0,1537540.95
2025-06-07,W03,P0071,1814,1,0,0,1536693.82
2025-06-08,W03,P0071,1801,13,0,0,1525681.13
2025-06-09,W03,P0071,1786,15,0,0,1512974.18
2025-06-10,W03,P0071,1779,7,0,0,1507044.27
2025-06-11,W03,P0071,1774,5,0,0,1502808.6199999999
2025-06-12,W03,P0071,1798,2,26,0,1523139.74
2025-06-13,W03,P0071,1808,10,20,0,1531611.04
2025-06-14,W03,P0071,1800,8,0,0,1524834.0
2025-06-15,W03,P0071,1789,11,0,0,1515515.57
2025-06-16,W03,P0071,1779,10,0,0,1507044.27
2025-06-17,W03,P0071,1764,15,0,0,1494337.32
2025-06-18,W03,P0071,1749,15,0,0,1481630.3699999999
2025-06-19,W03,P0071,1744,5,0,0,1477394.72
2025-06-20,W03,P0071,1760,13,29,0,1490948.8
2025-06-21,W03,P0071,1751,9,0,0,1483324.63
2025-06-22,W03,P0071,1759,15,23,0,1490101.67
2025-06-23,W03,P0071,1739,20,0,0,1473159.07
2025-06-24,W03,P0071,1756,8,25,0,1487560.28
2025-06-25,W03,P0071,1801,16,61,0,1525681.13
2025-06-26,W03,P0071,1797,4,0,0,1522292.61
2025-06-27,W03,P0071,1856,18,77,0,1572273.28
2025-06-28,W03,P0071,1847,9,0,0,1564649.11
2025-06-29,W03,P0071,1830,17,0,0,1550247.9
2025-06-30,W03,P0071,1827,3,0,0,1547706.51
2025-07-01,W03,P0071,1922,0,95,0,1628183.86
2025-07-02,W03,P0071,1915,7,0,0,1622253.95
2025-07-03,W03,P0071,1910,5,0,0,1618018.3
2025-07-04,W03,P0071,1896,14,0,0,1606158.48
2025-07-05,W03,P0071,1909,7,20,0,1617171.17
2025-07-06,W03,P0071,1904,5,0,0,1612935.52
2025-07-07,W03,P0071,1891,13,0,0,1601922.83
2025-07-08,W03,P0071,1881,10,0,0,1593451.53
2025-07-09,W03,P0071,1879,2,0,0,1591757.27
2025-07-10,W03,P0071,1871,8,0,0,1584980.23
2025-07-11,W03,P0071,1924,2,55,0,1629878.1199999999
2025-07-12,W03,P0071,1918,6,0,0,1624795.34
2025-07-13,W03,P0071,1961,16,59,0,1661221.93
2025-07-14,W03,P0071,1949,12,0,0,1651056.3699999999
2025-07-15,W03,P0071,1945,4,0,0,1647667.85
2025-07-16,W03,P0071,1933,12,0,0,1637502.29
2025-07-17,W03,P0071,1926,7,0,0,1631572.38
2025-07-18,W03,P0071,1910,16,0,0,1618018.3
2025-07-19,W03,P0071,1945,7,42,0,1647667.85
2025-07-20,W03,P0071,1935,10,0,0,1639196.55
2025-07-21,W03,P0071,1921,14,0,0,1627336.73
2025-07-22,W03,P0071,1910,11,0,0,1618018.3
2025-07-23,W03,P0071,1910,0,0,0,1618018.3
2025-07-24,W03,P0071,1972,5,67,0,1670540.36
2025-07-25,W03,P0071,1966,6,0,0,1665457.58
2025-07-26,W03,P0071,1955,11,0,0,1656139.15
2025-07-27,W03,P0071,1945,10,0,0,1647667.85
2025-07-28,W03,P0071,1928,17,0,0,1633266.64
2025-07-29,W03,P0071,1986,11,69,0,1682400.18
2025-07-30,W03,P0071,1964,22,0,0,1663763.32
2025-07-31,W03,P0071,1957,7,0,0,1657833.41
2025-08-01,W03,P0071,2032,0,75,0,1721368.16
2025-08-02,W03,P0071,2017,15,0,0,1708661.21
2025-08-03,W03,P0071,2010,7,0,0,1702731.3
2025-08-04,W03,P0071,1996,14,0,0,1690871.48
2025-08-05,W03,P0071,2028,13,45,0,1717979.64
2025-08-06,W03,P0071,2012,16,0,0,1704425.56
2025-08-07,W03,P0071,2008,4,0,0,1701037.04
2025-08-08,W03,P0071,1996,12,0,0,1690871.48
2025-08-09,W03,P0071,1985,11,0,0,1681553.05
2025-08-10,W03,P0071,1971,14,0,0,1669693.23
2025-08-11,W03,P0071,1962,9,0,0,1662069.06
2025-08-12,W03,P0071,1950,12,0,0,1651903.5
2025-08-13,W03,P0071,1946,4,0,0,1648514.98
2025-08-14,W03,P0071,1935,11,0,0,1639196.55
2025-08-15,W03,P0071,1927,8,0,0,1632419.51
2025-08-16,W03,P0071,1913,14,0,0,1620559.69
2025-08-17,W03,P0071,1905,8,0,0,1613782.65
2025-08-18,W03,P0071,1974,23,92,0,1672234.6199999999
2025-08-19,W03,P0071,1970,4,0,0,1668846.1
2025-08-20,W03,P0071,1995,17,42,0,1690024.35
2025-08-21,W03,P0071,1987,8,0,0,1683247.31
2025-08-22,W03,P0071,1977,10,0,0,1674776.01
2025-08-23,W03,P0071,1969,8,0,0,1667998.97
2025-08-24,W03,P0071,1964,5,0,0,1663763.32
2025-08-25,W03,P0071,1961,3,0,0,1661221.93
2025-08-26,W03,P0071,1952,9,0,0,1653597.76
2025-08-27,W03,P0071,1944,8,0,0,1646820.72
2025-08-28,W03,P0071,1937,7,0,0,1640890.81
2025-08-29,W03,P0071,1935,2,0,0,1639196.55
2025-08-30,W03,P0071,1924,11,0,0,1629878.1199999999
2025-08-31,W03,P0071,1970,12,58,0,1668846.1
2025-09-01,W03,P0071,1962,8,0,0,1662069.06
2025-09-02,W03,P0071,1947,15,0,0,1649362.11
2025-09-03,W03,P0071,1934,13,0,0,1638349.42
2025-09-04,W03,P0071,1927,7,0,0,1632419.51
2025-09-05,W03,P0071,1991,4,68,0,1686635.83
2025-09-06,W03,P0071,1991,0,0,0,1686635.83
2025-09-07,W03,P0071,2060,5,74,0,1745087.8
2025-09-08,W03,P0071,2051,9,0,0,1737463.63
2025-09-09,W03,P0071,2046,5,0,0,1733227.98
2025-09-10,W03,P0071,2029,17,0,0,1718826.77
2025-09-11,W03,P0071,2014,15,0,0,1706119.82
2025-09-12,W03,P0071,2049,9,44,0,1735769.3699999999
2025-09-13,W03,P0071,2041,8,0,0,1728992.33
2025-09-14,W03,P0071,2027,14,0,0,1717132.51
2025-09-15,W03,P0071,2024,3,0,0,1714591.1199999999
2025-09-16,W03,P0071,2072,9,57,0,1755253.36
2025-09-17,W03,P0071,2067,5,0,0,1751017.71
2025-09-18,W03,P0071,2057,10,0,0,1742546.41
2025-09-19,W03,P0071,2049,8,0,0,1735769.3699999999
2025-09-20,W03,P0071,2040,9,0,0,1728145.2
2025-09-21,W03,P0071,2028,12,0,0,1717979.64
2025-09-22,W03,P0071,2008,20,0,0,1701037.04
2025-09-23,W03,P0071,2091,10,93,0,1771348.83
2025-09-24,W03,P0071,2084,7,0,0,1765418.92
2025-09-25,W03,P0071,2072,12,0,0,1755253.36
2025-09-26,W03,P0071,2059,13,0,0,1744240.67
2025-09-27,W03,P0071,2056,3,0,0,1741699.28
2025-09-28,W03,P0071,2050,6,0,0,1736616.5
2025-09-29,W03,P0071,2046,4,0,0,1733227.98
2025-09-30,W03,P0071,2038,8,0,0,1726450.94
2025-10-01,W03,P0071,2027,11,0,0,1717132.51
2025-10-02,W03,P0071,2020,7,0,0,1711202.6
2025-10-03,W03,P0071,2016,4,0,0,1707814.08
2025-10-04,W03,P0071,2004,12,0,0,1697648.52
2025-10-05,W03,P0071,2024,6,26,0,1714591.1199999999
2025-10-06,W03,P0071,2016,8,0,0,1707814.08
2025-10-07,W03,P0071,1998,18,0,0,1692565.74
2025-10-08,W03,P0071,2048,12,62,0,1734922.24
2025-10-09,W03,P0071,2028,20,0,0,1717979.64
2025-10-10,W03,P0071,2028,0,0,0,1717979.64
2025-10-11,W03,P0071,2088,14,74,0,1768807.44
2025-10-12,W03,P0071,2073,15,0,0,1756100.49
2025-10-13,W03,P0071,2069,4,0,0,1752711.97
2025-10-14,W03,P0071,2061,8,0,0,1745934.93
2025-10-15,W03,P0071,2052,9,0,0,1738310.76
2025-10-16,W03,P0071,2048,4,0,0,1734922.24
2025-10-17,W03,P0071,2037,11,0,0,1725603.81
2025-10-18,W03,P0071,2027,10,0,0,1717132.51
2025-10-19,W03,P0071,2115,7,95,0,1791679.95
2025-10-20,W03,P0071,2110,5,0,0,1787444.3
