po_id,order_date,supplier_id,product_id,warehouse_id,ordered_qty,received_qty,unit_cost,freight_cost,promised_date,actual_delivery_date,defect_qty
PO014613,2024-01-20,S017,P0051,W01,102,95,109.49,390.96,2024-02-22,2024-02-29,8
PO014614,2025-01-29,S021,P0073,W02,94,90,496.76,2837.06,2025-02-27,2025-02-26,0
PO014615,2024-06-12,S012,P0099,W01,63,62,122.77,136.39,2024-07-10,2024-07-07,1
PO014616,2025-08-30,S023,P0040,W02,127,125,28.36,152.75,2025-09-18,2025-09-15,3
PO014617,2025-07-03,S005,P0035,W04,138,136,454.03,2270.74,2025-07-23,2025-07-20,1
PO014618,2025-07-16,S025,P0081,W01,113,106,890.48,7539.54,2025-08-11,2025-08-13,1
PO014619,2024-11-30,S009,P0077,W03,137,133,359.99,3227.59,2024-12-28,2025-01-04,8
PO014620,2024-11-16,S008,P0083,W04,192,182,123.64,1576.34,2024-11-25,2024-11-25,3
PO014621,2024-11-07,S025,P0021,W02,190,185,168.7,1267.06,2024-12-03,2024-12-01,6
PO014622,2024-05-23,S012,P0006,W02,127,121,814.93,2496.1,2024-06-20,2024-06-23,3
PO014623,2025-02-18,S019,P0066,W04,208,204,50.31,680.82,2025-02-25,2025-02-22,2
PO014624,2025-09-23,S021,P0051,W01,86,86,109.49,474.61,2025-10-22,2025-10-28,0
PO014625,2024-07-06,S012,P0031,W01,9,9,466.43,203.68,2024-08-03,2024-07-31,0
PO014626,2024-02-11,S008,P0117,W02,169,164,31.42,391.53,2024-02-20,2024-02-17,2
PO014627,2025-02-16,S013,P0020,W01,170,160,561.56,2749.37,2025-03-04,2025-03-12,0
PO014628,2024-10-18,S010,P0034,W02,15,13,546.57,511.17,2024-11-13,2024-11-10,0
PO014629,2025-08-05,S011,P0090,W01,75,72,300.32,348.99,2025-09-07,2025-09-05,2
PO014630,2025-09-18,S006,P0064,W01,63,63,889.75,1066.95,2025-09-24,2025-09-27,1
PO014631,2025-11-25,S023,P0028,W03,118,114,462.33,3756.28,2025-12-14,2025-12-11,0
PO014632,2024-10-14,S015,P0065,W04,66,65,163.06,509.6,2024-10-31,2024-11-01,0
PO014633,2025-10-21,S020,P0051,W01,164,159,109.49,791.6,2025-11-09,2025-11-06,2
PO014634,2024-03-27,S017,P0032,W01,127,127,470.25,3383.64,2024-04-29,2024-05-06,3
PO014635,2024-09-29,S009,P0081,W02,191,185,890.48,12700.06,2024-10-27,2024-11-13,9
PO014636,2024-07-13,S008,P0094,W01,184,180,143.55,1259.26,2024-07-22,2024-07-19,1
PO014637,2025-11-05,S025,P0009,W03,69,68,415.03,881.28,2025-12-01,2025-12-01,1
PO014638,2025-03-14,S001,P0001,W01,124,119,437.34,2352.98,2025-04-11,2025-04-08,2
PO014639,2024-09-24,S008,P0109,W01,137,134,881.76,3024.95,2024-10-03,2024-09-30,2
PO014640,2024-04-21,S019,P0028,W02,103,98,462.33,1715.86,2024-04-28,2024-04-25,1
PO014641,2025-07-26,S014,P0011,W01,212,206,558.22,3813.72,2025-08-29,2025-09-01,3
PO014642,2025-04-23,S016,P0072,W01,19,19,849.63,839.23,2025-05-08,2025-05-07,0
PO014643,2025-09-15,S001,P0039,W02,201,196,421.45,4378.52,2025-10-13,2025-10-10,2
PO014644,2024-11-16,S006,P0111,W02,213,208,291.49,3853.82,2024-11-22,2024-11-19,2
PO014645,2024-04-19,S015,P0116,W01,83,79,879.17,4136.24,2024-05-06,2024-05-03,1
PO014646,2024-09-01,S008,P0002,W01,68,67,198.63,901.47,2024-09-10,2024-09-07,0
PO014647,2025-03-29,S012,P0023,W03,13,13,555.36,118.49,2025-04-26,2025-04-24,0
PO014648,2024-06-25,S024,P0073,W03,32,31,496.76,670.97,2024-07-04,2024-07-03,0
PO014649,2024-02-21,S016,P0041,W01,55,53,786.37,900.52,2024-03-07,2024-03-06,0
PO014650,2025-08-24,S016,P0001,W01,184,179,437.34,2131.65,2025-09-08,2025-09-16,6
PO014651,2025-01-22,S005,P0056,W02,171,169,357.41,3165.31,2025-02-11,2025-02-08,2
PO014652,2024-10-16,S015,P0075,W01,196,189,735.24,9387.5,2024-11-02,2024-10-31,2
PO014653,2025-02-08,S025,P0119,W04,73,73,605.2,1459.73,2025-03-06,2025-03-03,1
PO014654,2025-06-23,S016,P0050,W03,69,69,732.07,867.07,2025-07-08,2025-07-10,0
PO014655,2024-01-01,S020,P0095,W02,181,174,21.13,123.28,2024-01-20,2024-01-22,4
PO014656,2024-11-17,S024,P0053,W03,122,120,224.86,742.28,2024-11-26,2024-11-23,6
PO014657,2024-07-04,S023,P0081,W01,17,16,890.48,636.26,2024-07-23,2024-07-28,0
PO014658,2024-03-08,S009,P0117,W04,173,171,31.42,90.89,2024-04-05,2024-04-07,6
PO014659,2024-01-27,S008,P0098,W01,25,25,646.35,445.54,2024-02-05,2024-02-07,1
PO014660,2024-11-18,S008,P0082,W03,9,9,234.99,77.0,2024-11-27,2024-12-01,0
PO014661,2025-02-01,S020,P0100,W02,203,198,484.96,5470.27,2025-02-20,2025-02-20,1
PO014662,2025-01-06,S010,P0024,W01,217,209,334.75,1336.04,2025-02-01,2025-01-29,4
PO014663,2025-07-26,S021,P0096,W03,157,155,224.34,684.11,2025-08-24,2025-08-21,3
PO014664,2024-11-30,S021,P0120,W01,74,71,107.76,156.11,2024-12-29,2024-12-31,0
PO014665,2025-03-07,S017,P0117,W04,40,39,31.42,40.75,2025-04-09,2025-04-19,3
PO014666,2025-08-19,S004,P0031,W02,108,107,466.43,806.01,2025-09-07,2025-09-18,3
PO014667,2025-04-25,S018,P0052,W02,116,113,870.88,7572.07,2025-05-11,2025-05-13,3
PO014668,2025-10-27,S006,P0083,W01,15,14,123.64,61.35,2025-11-02,2025-11-04,0
PO014669,2024-06-10,S014,P0009,W03,147,143,415.03,1993.62,2024-07-14,2024-07-19,1
PO014670,2025-07-29,,P0082,W01,15,15,234.99,171.4,2025-08-04,2025-08-01,1
PO014671,2025-05-24,S002,P0034,W01,110,106,546.57,2688.95,2025-06-04,2025-06-02,1
PO014672,2025-03-02,S016,P0102,W03,29,29,555.41,928.67,2025-03-17,2025-03-14,1
PO014673,2024-01-03,S012,P0074,W04,15,15,305.61,193.84,2024-01-31,2024-02-10,0
PO014674,2025-01-30,S017,P0048,W03,74,74,629.18,1075.92,2025-03-04,2025-03-15,1
PO014675,2025-09-19,S013,P0007,W01,131,126,722.53,4531.59,2025-10-05,2025-10-08,1
PO014676,2025-04-16,S010,P0084,W01,203,197,790.91,11082.95,2025-05-12,2025-05-12,2
PO014677,2024-01-04,S001,P0065,W03,17,17,163.06,42.29,2024-02-01,2024-01-30,1
PO014678,2024-07-29,S007,P0076,W01,115,113,631.28,1402.86,2024-08-19,2024-08-30,0
PO014679,2025-02-20,S023,P0003,W03,169,164,296.21,3645.83,2025-03-11,2025-03-15,4
PO014680,2025-08-16,S019,P0053,W02,75,75,224.86,936.86,2025-08-23,2025-08-20,1
PO014681,2024-11-21,S012,P0091,W02,178,174,740.32,7263.5,2024-12-19,2024-12-18,2
PO014682,2025-09-18,S001,P0110,W02,101,101,382.52,596.86,2025-10-16,2025-10-15,1
PO014683,2025-08-04,S025,P0043,W02,6,6,140.11,29.7,2025-08-30,2025-08-27,0
PO014684,2024-07-14,S019,P0031,W03,61,60,466.43,1359.52,2024-07-21,2024-07-18,0
PO014685,2024-05-22,S001,P0085,W01,94,90,152.39,362.45,2024-06-19,2024-06-16,2
PO014686,2025-10-21,S006,P0027,W01,139,136,910.96,2693.05,2025-10-27,2025-10-24,1
PO014687,2025-03-06,S005,P0107,W01,37,37,131.46,285.74,2025-03-26,2025-04-03,0
PO014688,2025-09-12,S023,P0076,W03,114,111,631.28,1868.42,2025-10-01,2025-09-28,2
PO014689,2025-11-05,S024,P0112,W03,174,166,468.25,5571.52,2025-11-14,2025-11-12,2
PO014690,2024-11-06,S011,P0023,W01,86,85,555.36,2185.48,2024-12-09,2024-12-09,0
PO014691,2024-02-03,S005,P0011,W03,47,45,558.22,575.99,2024-02-23,2024-02-24,1
PO014692,2025-10-26,S017,P0100,W03,152,150,484.96,3593.79,2025-11-28,2025-12-11,11
PO014693,2025-03-02,S007,P0035,W02,141,141,454.03,2361.65,2025-03-23,2025-03-26,2
PO014694,2024-03-29,S004,P0041,W02,89,88,786.37,4516.17,2024-04-17,2024-04-27,1
PO014695,2025-01-22,S007,P0033,W01,182,176,891.43,10882.24,2025-02-12,2025-02-09,3
PO014696,2024-01-21,S007,P0051,W04,178,176,109.49,491.8,2024-02-11,2024-02-15,2
PO014697,2024-07-30,S002,P0108,W01,27,26,124.58,126.51,2024-08-10,2024-08-07,0
PO014698,2024-09-11,S018,P0082,W04,133,128,234.99,686.23,2024-09-27,2024-09-30,1
PO014699,2024-11-28,S009,P0009,W03,140,138,415.03,2771.87,2024-12-26,2024-12-27,9
PO014700,2025-02-17,S014,P0107,W02,48,48,131.46,378.11,2025-03-23,2025-03-28,2
PO014701,2025-09-05,S014,P0053,W01,44,44,224.86,709.8,2025-10-09,2025-10-06,1
PO014702,2024-09-13,S020,P0083,W02,40,37,123.64,325.84,2024-10-02,2024-09-29,1
PO014703,2025-06-21,S020,P0044,W01,75,73,529.9,1554.46,2025-07-10,2025-07-07,0
PO014704,2025-11-19,S015,P0012,W01,60,58,620.16,2241.98,2025-12-06,2025-12-07,0
PO014705,2025-07-01,S021,P0051,W03,156,151,109.49,1099.69,2025-07-30,2025-08-08,0
PO014706,2024-07-05,S015,P0041,W01,202,198,786.37,7860.82,2024-07-22,2024-07-19,3
PO014707,2025-05-10,S001,P0003,W02,103,100,296.21,1276.74,2025-06-07,2025-06-04,1
PO014708,2024-07-24,S022,P0091,W01,182,176,740.32,7502.73,2024-08-03,2024-08-05,1
PO014709,2024-12-15,S020,P0104,W01,114,113,765.49,2275.54,2025-01-03,2024-12-31,1
PO014710,2025-04-09,S011,P0109,W01,214,208,881.76,6187.05,2025-05-12,2025-05-09,6
PO014711,2024-08-02,S010,P0030,W02,88,83,85.93,128.19,2024-08-28,2024-08-25,0
PO014712,2024-01-03,S023,P0077,W01,165,161,359.99,4335.07,2024-01-22,2024-01-30,2
PO014713,2025-09-03,S011,P0064,W01,186,184,889.75,5876.49,2025-10-06,2025-10-04,6
PO014714,2025-06-15,S010,P0072,W02,201,200,849.63,5261.17,2025-07-11,2025-07-13,1
PO014715,2024-03-31,S019,P0096,W02,90,88,224.34,1231.91,2024-04-07,2024-04-04,0
PO014716,2024-10-02,S009,P0046,W02,81,80,641.25,819.2,2024-10-30,2024-11-02,5
PO014717,2024-07-10,S011,P0033,W01,8,7,891.43,170.26,2024-08-12,2024-08-13,0
PO014718,2025-12-15,S020,P0058,W01,138,135,769.37,2302.97,2026-01-03,2026-01-04,3
PO014719,2025-11-19,S006,P0080,W03,125,121,255.24,1687.7,2025-11-25,2025-11-30,2
PO014720,2025-05-20,S001,P0052,W01,89,87,870.88,3665.55,2025-06-17,2025-06-14,0
PO014721,2024-11-18,S009,P0037,W02,51,50,320.34,1211.91,2024-12-16,2024-12-25,1
PO014722,2024-02-08,S005,P0007,W04,190,189,722.53,2512.02,2024-02-28,2024-02-25,3
PO014723,2024-06-29,S010,P0069,W02,219,215,847.96,12864.81,2024-07-25,2024-07-22,1
PO014724,2024-03-08,S002,P0003,W04,219,211,296.21,2327.3,2024-03-19,2024-03-16,1
PO014725,2025-07-31,S015,P0057,W03,101,98,789.66,3297.87,2025-08-17,2025-08-14,2
PO014726,2024-03-05,S013,P0075,W02,165,162,735.24,4067.93,2024-03-21,2024-03-26,3
PO014727,2025-05-10,S007,P0056,W03,183,179,357.41,4421.66,2025-05-31,2025-05-28,1
PO014728,2025-11-27,S016,P0062,W01,173,171,493.18,4228.44,2025-12-12,2025-12-09,2
PO014729,2024-08-13,S004,P0034,W02,81,77,546.57,1221.68,2024-09-01,2024-09-07,4
PO014730,2025-05-15,S001,P0030,W02,194,191,85.93,412.82,2025-06-12,2025-06-09,3
PO014731,2025-10-04,S012,P0102,W01,146,142,555.41,5423.7,2025-11-01,2025-11-05,3
PO014732,2024-11-08,S005,P0108,W02,25,25,124.58,170.04,2024-11-28,2024-11-25,0
PO014733,2024-11-24,S022,P0020,W04,40,39,561.56,994.73,2024-12-04,2024-12-01,0
PO014734,2024-05-26,S008,P0025,W01,108,105,564.64,2956.57,2024-06-04,2024-06-02,3
PO014735,2024-11-08,S011,P0043,W02,207,199,140.11,1930.89,2024-12-11,2024-12-19,1
PO014736,2025-09-30,S008,P0085,W02,162,159,152.39,756.57,2025-10-09,2025-10-06,3
PO014737,2025-04-29,,P0008,W02,143,141,685.73,3238.04,2025-06-01,2025-06-01,2
PO014738,2024-05-27,S003,P0095,W01,135,132,21.13,88.55,2024-06-12,2024-06-10,3
PO014739,2025-01-19,S024,P0001,W01,202,196,437.34,3645.35,2025-01-28,2025-01-30,3
PO014740,2025-05-31,S005,P0101,W02,121,117,662.0,5838.99,2025-06-20,2025-06-17,1
PO014741,2024-02-26,S010,P0005,W01,92,92,174.52,1200.45,2024-03-23,2024-03-21,2
PO014742,2025-07-11,S022,P0101,W01,87,87,662.0,2668.33,2025-07-21,2025-07-27,1
PO014743,2024-05-27,S011,P0114,W01,117,116,908.2,6878.71,2024-06-29,2024-07-03,3
PO014744,2024-08-03,S018,P0096,W02,52,48,224.34,534.28,2024-08-19,2024-08-16,0
PO014745,2024-10-31,S002,P0119,W02,211,207,605.2,2820.06,2024-11-11,2024-11-08,2
PO014746,2025-01-04,S008,P0055,W02,203,201,530.67,2472.23,2025-01-13,2025-01-10,3
PO014747,2025-10-31,S019,P0078,W01,87,82,96.99,337.43,2025-11-07,2025-11-04,0
PO014748,2024-06-12,S007,P0075,W02,162,155,735.24,4572.78,2024-07-03,2024-06-30,2
PO014749,2024-07-06,S011,P0002,W01,171,163,198.63,688.0,2024-08-08,2024-08-05,4
PO014750,2024-10-03,S003,P0103,W02,136,131,196.19,777.66,2024-10-19,2024-10-16,0
PO014751,2025-09-18,S013,P0085,W03,28,27,152.39,192.62,2025-10-04,2025-10-05,0
PO014752,2025-12-06,S009,P0051,W02,23,23,109.49,79.26,2026-01-03,2026-01-04,2
PO014753,2024-11-28,S022,P0026,W01,158,155,29.48,85.95,2024-12-08,2024-12-05,1
PO014754,2025-05-21,S010,P0081,W04,29,29,890.48,850.09,2025-06-16,2025-06-17,0
PO014755,2025-11-01,,P0118,W02,181,177,531.0,1720.06,2025-11-30,2025-12-10,2
PO014756,2025-09-10,S023,P0020,W01,97,94,561.56,2473.73,2025-09-29,2025-09-28,3
PO014757,2025-05-13,S021,P0111,W03,177,175,291.49,2764.34,2025-06-11,2025-06-08,3
PO014758,2025-01-30,S019,P0068,W01,32,32,942.82,631.11,2025-02-06,2025-02-03,1
PO014759,2025-12-20,S015,P0095,W03,89,85,21.13,109.89,2026-01-06,2026-01-04,3
PO014760,2024-06-23,S012,P0017,W04,37,35,318.73,746.21,2024-07-21,2024-07-25,0
PO014761,2024-09-22,S003,P0013,W03,110,110,87.55,304.26,2024-10-08,2024-10-09,0
PO014762,2025-06-05,S004,P0080,W04,22,22,255.24,194.38,2025-06-24,2025-06-25,0
PO014763,2024-01-16,S010,P0035,W03,64,64,454.03,2058.83,2024-02-11,2024-02-11,1
PO014764,2024-12-31,S017,P0046,W01,68,68,641.25,2849.41,2025-02-02,2025-02-18,4
PO014765,2025-09-16,S001,P0075,W01,114,112,735.24,4349.81,2025-10-14,2025-10-18,1
PO014766,2024-05-09,S024,P0028,W03,7,7,462.33,77.3,2024-05-18,2024-05-23,0
PO014767,2025-08-10,S025,P0041,W01,72,72,786.37,2091.58,2025-09-05,2025-09-07,0
PO014768,2024-10-28,S002,P0044,W01,162,157,529.9,1564.22,2024-11-08,2024-11-05,2
PO014769,2025-09-21,S003,P0043,W02,92,89,140.11,490.43,2025-10-07,2025-10-04,1
PO014770,2025-04-09,S022,P0085,W02,133,128,152.39,364.48,2025-04-19,2025-04-26,2
PO014771,2024-04-24,S005,P0019,W02,189,184,105.41,1307.77,2024-05-14,2024-05-11,3
PO014772,2025-06-21,S005,P0109,W01,114,107,881.76,4165.36,2025-07-11,2025-07-08,3
PO014773,2024-02-11,S005,P0086,W03,193,188,176.87,2135.45,2024-03-02,2024-03-03,2
PO014774,2024-06-26,S018,P0002,W04,217,210,198.63,1059.66,2024-07-12,2024-07-15,2
PO014775,2025-10-11,S004,P0068,W04,118,114,942.82,4915.14,2025-10-30,2025-11-08,1
PO014776,2025-10-02,S005,P0021,W01,108,107,168.7,952.25,2025-10-22,2025-10-25,1
PO014777,2024-02-03,S010,P0019,W04,73,71,105.41,511.53,2024-02-29,2024-02-26,0
PO014778,2024-10-04,S016,P0085,W01,191,186,152.39,593.34,2024-10-19,2024-10-17,5
PO014779,2024-03-09,S025,P0030,W01,173,167,85.93,397.07,2024-04-04,2024-04-01,2
PO014780,2024-07-17,S006,P0069,W01,45,45,847.96,2082.4,2024-07-23,2024-07-20,0
PO014781,2025-12-08,S007,P0035,W01,145,141,454.03,3137.31,2025-12-29,2026-01-05,2
PO014782,2024-05-22,S014,P0039,W03,61,59,421.45,1452.59,2024-06-25,2024-06-22,0
PO014783,2025-04-13,S011,P0081,W01,217,214,890.48,6470.92,2025-05-16,2025-05-13,4
PO014784,2025-08-10,S016,P0079,W01,75,72,711.48,2710.74,2025-08-25,2025-08-22,3
PO014785,2025-10-05,S007,P0003,W02,23,22,296.21,138.81,2025-10-26,2025-10-29,0
PO014786,2024-09-15,S016,P0105,W02,217,213,681.91,5604.09,2024-09-30,2024-09-27,4
PO014787,2025-05-24,S024,P0071,W01,135,132,847.13,6079.67,2025-06-02,2025-05-30,1
PO014788,2024-12-19,S018,P0031,W01,200,191,466.43,2073.4,2025-01-04,2025-01-01,2
PO014789,2024-03-19,S019,P0014,W01,196,190,399.69,2780.53,2024-03-26,2024-03-26,5
PO014790,2024-06-11,S002,P0059,W02,101,98,306.74,513.74,2024-06-22,2024-06-20,0
PO014791,2025-06-30,S023,P0084,W01,99,94,790.91,3693.71,2025-07-19,2025-07-16,1
PO014792,2025-05-16,S018,P0003,W04,186,185,296.21,3329.88,2025-06-01,2025-05-29,4
PO014793,2025-01-15,S016,P0035,W04,86,84,454.03,1785.66,2025-01-30,2025-01-27,1
PO014794,2025-07-24,S004,P0114,W02,55,53,908.2,2599.95,2025-08-12,2025-08-21,0
PO014795,2025-05-20,S014,P0013,W01,126,125,87.55,441.21,2025-06-23,2025-06-20,0
PO014796,2024-09-05,S017,P0097,W01,132,130,132.18,470.84,2024-10-08,2024-10-24,10
PO014797,2024-08-02,S016,P0029,W02,181,178,745.34,8289.63,2024-08-17,2024-08-14,2
PO014798,2025-11-21,S004,P0061,W04,39,39,282.04,402.66,2025-12-10,2025-12-16,0
PO014799,2025-12-11,S002,P0092,W01,109,106,923.46,3157.27,2025-12-22,2025-12-19,0
PO014800,2024-01-23,S012,P0120,W01,128,122,107.76,607.57,2024-02-20,2024-02-17,2
PO014801,2025-08-01,S018,P0073,W01,211,203,496.76,4169.56,2025-08-17,2025-08-19,2
PO014802,2024-04-07,S010,P0027,W02,52,50,910.96,1161.28,2024-05-03,2024-04-30,1
PO014803,2025-09-21,S018,P0010,W01,138,129,598.92,4287.2,2025-10-07,2025-10-04,0
PO014804,2025-03-06,S025,P0090,W01,130,126,300.32,1260.04,2025-04-01,2025-04-01,2
PO014805,2025-05-17,S023,P0070,W04,210,201,713.19,2825.18,2025-06-05,2025-06-02,7
PO014806,2025-05-27,S016,P0093,W03,97,95,479.7,3452.14,2025-06-11,2025-06-12,1
PO014807,2025-03-18,S019,P0119,W01,43,42,605.2,1779.59,2025-03-25,2025-03-22,1
PO014808,2024-07-02,S003,P0100,W04,125,123,484.96,4154.69,2024-07-18,2024-07-15,0
PO014809,2025-08-13,S003,P0061,W01,188,183,282.04,2157.93,2025-08-29,2025-08-26,2
PO014810,2025-02-09,S018,P0083,W01,39,39,123.64,214.62,2025-02-25,2025-02-22,0
PO014811,2025-02-02,S021,P0076,W02,159,148,631.28,3223.22,2025-03-03,2025-02-28,3
PO014812,2024-08-20,S005,P0023,W04,113,110,555.36,3703.15,2024-09-09,2024-09-07,4
PO014813,2024-01-08,S015,P0038,W02,176,175,498.47,2838.34,2024-01-25,2024-01-22,3
PO014814,2025-02-09,S008,P0011,W04,73,71,558.22,1498.3,2025-02-18,2025-02-15,0
PO014815,2024-09-09,S003,P0045,W03,188,187,110.28,1374.08,2024-09-25,2024-09-22,4
PO014816,2025-04-26,S010,P0022,W03,35,34,879.46,713.17,2025-05-22,2025-05-19,0
PO014817,2024-09-23,S012,P0108,W04,118,117,124.58,304.35,2024-10-21,2024-10-18,2
PO014818,2025-12-12,S020,P0103,W03,112,108,196.19,834.27,2025-12-31,2026-01-05,0
PO014819,2025-05-12,S022,P0088,W01,65,62,831.84,2543.82,2025-05-22,2025-05-19,2
PO014820,2024-11-29,S024,P0049,W02,34,32,692.83,1028.19,2024-12-08,2024-12-10,1
PO014821,2025-06-01,S003,P0001,W02,207,202,437.34,2741.35,2025-06-17,2025-06-22,3
PO014822,2025-04-18,S024,P0066,W02,96,94,50.31,127.34,2025-04-27,2025-04-25,0
PO014823,2025-03-29,S013,P0003,W01,204,194,296.21,2238.11,2025-04-14,2025-04-17,1
PO014824,2025-02-26,S005,P0004,W01,74,73,553.62,921.72,2025-03-18,2025-03-18,0
PO014825,2025-11-12,S017,P0019,W01,143,142,105.41,713.46,2025-12-15,2025-12-20,6
PO014826,2024-08-20,S002,P0059,W03,121,120,306.74,2201.43,2024-08-31,2024-08-28,2
PO014827,2024-11-12,S012,P0090,W03,91,88,300.32,509.09,2024-12-10,2024-12-07,0
PO014828,2024-07-03,S021,P0050,W02,109,108,732.07,5231.65,2024-08-01,2024-08-02,2
PO014829,2025-02-20,S025,P0094,W01,59,58,143.55,262.31,2025-03-18,2025-03-21,1
PO014830,2025-12-23,S008,P0065,W01,33,33,163.06,331.74,2026-01-01,2025-12-29,0
PO014831,2025-03-20,S005,P0108,W02,148,141,124.58,468.04,2025-04-09,2025-04-06,2
PO014832,2024-05-31,S015,P0046,W01,64,63,641.25,768.92,2024-06-17,2024-06-14,0
PO014833,2025-11-04,S004,P0037,W02,119,116,320.34,1103.36,2025-11-23,2025-11-28,2
PO014834,2025-07-31,S025,P0010,W01,124,122,598.92,4984.7,2025-08-26,2025-08-23,1
PO014835,2024-11-17,S009,P0027,W02,219,214,910.96,9378.39,2024-12-15,2024-12-26,12
PO014836,2024-04-17,S005,P0006,W01,184,179,814.93,9513.67,2024-05-07,2024-05-11,3
PO014837,2024-10-21,S006,P0021,W03,44,44,168.7,363.76,2024-10-27,2024-10-24,0
PO014838,2025-08-10,S010,P0114,W02,17,17,908.2,1101.04,2025-09-05,2025-09-02,0
PO014839,2025-02-25,S019,P0066,W01,212,206,50.31,321.43,2025-03-04,2025-03-04,2
PO014840,2024-05-15,S022,P0073,W01,24,24,496.76,229.18,2024-05-25,2024-05-23,0
PO014841,2024-04-25,S019,P0047,W04,158,154,272.92,1442.94,2024-05-02,2024-04-29,0
PO014842,2025-12-07,S017,P0078,W02,176,173,96.99,711.39,2026-01-09,2026-01-14,11
PO014843,2024-11-22,S007,P0068,W03,191,185,942.82,6287.25,2024-12-13,2024-12-11,3
PO014844,2025-05-16,S024,P0110,W01,78,76,382.52,1430.87,2025-05-25,2025-05-27,0
PO014845,2024-09-20,S025,P0096,W03,80,77,224.34,877.94,2024-10-16,2024-10-19,1
PO014846,2024-03-06,S016,P0067,W03,60,57,417.86,855.45,2024-03-21,2024-03-18,2
PO014847,2024-10-28,S020,P0094,W01,41,40,143.55,409.71,2024-11-16,2024-11-13,2
PO014848,2025-05-21,S008,P0074,W02,54,53,305.61,616.32,2025-05-30,2025-06-01,0
PO014849,2024-08-31,S012,P0120,W02,48,47,107.76,238.11,2024-09-28,2024-09-25,2
PO014850,2025-03-17,S021,P0063,W01,213,206,249.12,2421.05,2025-04-15,2025-04-15,5
PO014851,2024-11-16,S011,P0103,W02,109,107,196.19,1442.7,2024-12-19,2024-12-18,0
PO014852,2024-09-03,S019,P0022,W01,114,111,879.46,5864.29,2024-09-10,2024-09-08,1
PO014853,2024-07-05,S022,P0021,W03,139,135,168.7,729.91,2024-07-15,2024-07-12,1
PO014854,2024-07-09,S024,P0038,W03,39,37,498.47,1101.75,2024-07-18,2024-07-21,0
PO014855,2024-07-05,S008,P0099,W01,217,210,122.77,724.24,2024-07-14,2024-07-11,3
PO014856,2025-06-09,S012,P0107,W03,92,90,131.46,895.88,2025-07-07,2025-07-04,1
PO014857,2024-09-03,S010,P0049,W02,114,109,692.83,4922.49,2024-09-29,2024-10-02,0
PO014858,2025-06-25,S013,P0054,W01,61,61,43.24,53.65,2025-07-11,2025-07-08,1
PO014859,2024-08-15,S019,P0059,W01,69,67,306.74,1400.95,2024-08-22,2024-08-19,0
PO014860,2024-08-27,S009,P0025,W01,41,41,564.64,1150.22,2024-09-24,2024-10-06,1
PO014861,2025-11-06,S006,P0065,W04,113,107,163.06,493.06,2025-11-12,2025-11-14,0
PO014862,2025-10-02,S007,P0100,W03,215,210,484.96,1926.68,2025-10-23,2025-10-27,0
PO014863,2024-10-19,S020,P0091,W01,9,9,740.32,249.03,2024-11-07,2024-11-13,0
PO014864,2024-07-15,S025,P0011,W01,100,100,558.22,2822.43,2024-08-10,2024-08-07,0
PO014865,2025-06-07,S003,P0043,W01,89,87,140.11,852.41,2025-06-23,2025-06-20,3
PO014866,2024-02-21,S025,P0077,W01,153,147,359.99,3993.63,2024-03-18,2024-03-15,4
PO014867,2024-11-29,S001,P0072,W04,164,159,849.63,4882.99,2024-12-27,2024-12-28,0
PO014868,2025-03-14,S014,P0085,W01,198,197,152.39,542.09,2025-04-17,2025-04-20,4
PO014869,2025-05-08,S004,P0090,W03,59,57,300.32,1270.68,2025-05-27,2025-05-24,1
PO014870,2024-03-19,S024,P0037,W01,49,48,320.34,885.97,2024-03-28,2024-03-25,0
PO014871,2024-01-03,S020,P0057,W01,108,104,789.66,2864.55,2024-01-22,2024-01-19,1
PO014872,2024-07-21,S009,P0021,W02,32,30,168.7,376.17,2024-08-18,2024-08-20,2
PO014873,2024-03-28,S018,P0087,W04,108,107,572.62,4359.13,2024-04-13,2024-04-11,3
PO014874,2025-01-05,S022,P0054,W01,60,60,43.24,99.51,2025-01-15,2025-01-21,0
PO014875,2025-11-03,S006,P0042,W02,72,70,852.18,966.35,2025-11-09,2025-11-06,3
PO014876,2024-07-28,S016,P0091,W02,158,151,740.32,2941.34,2024-08-12,2024-08-22,3
PO014877,2024-11-27,S008,P0113,W02,37,35,632.42,1627.3,2024-12-06,2024-12-08,0
PO014878,2024-06-06,S018,P0107,W01,87,85,131.46,190.3,2024-06-22,2024-06-22,1
PO014879,2024-02-02,S015,P0017,W01,150,148,318.73,3143.99,2024-02-19,2024-02-20,0
PO014880,2025-05-29,S018,P0098,W01,110,108,646.35,2383.83,2025-06-14,2025-06-11,2
PO014881,2024-07-06,S016,P0069,W02,189,186,847.96,4229.49,2024-07-21,2024-07-18,1
PO014882,2025-02-03,S016,P0014,W02,9,9,399.69,250.83,2025-02-18,2025-02-15,0
PO014883,2025-05-14,S003,P0047,W03,92,89,272.92,1444.08,2025-05-30,2025-05-31,0
PO014884,2025-09-05,S022,P0027,W01,5,5,910.96,79.36,2025-09-15,2025-09-12,1
PO014885,2024-05-15,S005,P0031,W03,18,18,466.43,549.22,2024-06-04,2024-06-01,0
PO014886,2025-02-28,S010,P0075,W03,92,91,735.24,4551.63,2025-03-26,2025-03-23,1
PO014887,2025-10-27,S013,P0049,W01,58,56,692.83,773.89,2025-11-12,2025-11-19,0
